,t,y,x
2324,821808,82.61778052818802,54.70125081809192
2325,822008,82.68050458746067,54.78604836447686
2326,822208,82.5993322764323,54.93251684914586
2327,822408,82.63991843155326,54.8338433431588
2328,822608,82.74138382053532,54.991104241435956
2329,822809,82.87974571538828,55.15453223695946
2330,823009,83.02733173572584,55.025023260515766
2331,823209,83.07529719327934,54.991104241435956
2332,823409,83.15093502807315,54.76600530762837
2333,823609,83.09374544503504,54.62724569057352
2334,823810,83.13248677631744,54.49465316550664
2335,824010,83.25240041784171,54.041371751897486
2336,824210,83.07345236708132,54.02903756003397
2337,824410,82.97198697809925,53.91648809444477
2338,824610,82.87052158911717,53.672887876785694
2339,824811,82.62884948065712,53.689847385011
2340,825011,82.41300492481236,53.507918108265194
2341,825211,82.21560862229627,53.44008007273476
2342,825411,81.02200667935568,50.70805738607036
2343,825611,80.92423094119665,50.79748024881708
2344,825812,80.91131716410253,51.05803997733066
2345,826012,80.9389895429158,51.19525781875932
2346,826212,81.34300627500558,53.09318103009765
2347,826412,80.58293826759305,51.43423271742742
2348,826612,80.67148988105399,51.315516154591876
2349,826813,80.53681763623757,51.52828090179432
2350,827013,80.52943833537799,51.62232908616121
2351,827213,80.62352442350048,51.67320761346633
2352,827413,80.54788658870667,51.824301419755514
2353,827613,80.45933497524577,51.75800515985126
2354,827814,80.47409357775142,51.62232908616121
2355,828014,80.61245547181787,51.53753154240547
2356,828214,80.54050728784712,51.4558175472729
2357,828414,80.62905889973504,51.5313644504175
2358,828614,80.88179995987771,51.389521284739466
2359,828815,80.75081736667083,51.33093388982019
2360,829015,80.8707310081951,51.26309585428976
2361,829215,81.04229975730941,51.028746279871015
2362,829415,81.00540325222502,50.99945258241138
2363,829615,81.06443766067464,50.828315721902904
2364,829816,79.3635087712507,51.74721274361393
2365,835822,85.36472533942847,48.01149548885357
2366,836022,85.23189792002358,48.08395884337498
2367,836222,85.20607036662182,48.10708544621746
2368,836422,85.27432890134253,47.99607775362525
2369,836622,85.21344966826788,48.10554367059127
2370,836823,85.20976001744485,48.076249975760824
2371,837023,85.22082896912747,48.039247410687025
2372,837223,85.05848434549776,48.162589295142745
2373,837423,84.99207063697504,48.17646525474488
2374,837623,84.89982937347757,48.19650830896418
2375,837825,84.84263979043948,48.25972102550363
2376,838025,84.74301922686892,48.3198501934199
2377,838225,84.84263979043948,48.24430329027531
2378,838425,84.93488105393695,48.230427328043994
2379,838625,84.71534684805565,48.352227436873534
2380,838826,84.73563992600934,48.361478080113876
2381,839026,84.86662251921624,48.227343782050006
2382,839226,84.7596226539996,48.35993630448769
2383,839426,84.72826062514977,48.34914389087954
2384,839626,84.73748475142088,48.322933739413884
2385,839827,84.70612272178454,48.44781739423741
2386,840027,84.6821399930078,48.42314901839794
2387,840227,84.66738139128863,48.430857886012106
2388,840427,84.66738139128863,48.47094399707989
2389,840627,84.54008844890478,48.4848199619404
2390,840828,84.57145047775461,48.49407060255156
2391,841028,84.63786418706381,48.44781739423741
2392,841228,83.25609006866475,48.023829675458714
2393,841428,83.27084867038391,48.02999677007587
2394,841628,83.39998643896575,47.935948585708985
2395,841829,83.34464168055267,48.05929046753552
2396,842029,83.3372623796931,48.028454997078875
2397,842229,83.35386580682378,48.04078918368402
2398,842429,83.39076231190818,48.14408801129126
2399,842629,83.37600370940253,48.06545755952349
2400,842830,83.44057259408669,48.093209483986136
2401,843030,83.55310693475138,48.07162465414065
2402,843230,83.46455532286343,48.10091835160029
2403,843430,83.57893448815317,48.14100446266808
2404,843630,83.65088267291043,47.979118245399945
2405,843831,83.52543455593808,48.14717155728525
2406,844031,83.6582619745565,48.13329559505392
2407,844231,84.74670887690547,48.45244271848678
2408,844431,83.60660686696644,48.06237401352951
2409,844631,83.6232102948836,48.00070307261623
2410,844832,83.6213654694721,47.90048779363217
2411,845032,83.64719302287388,47.9513663209373
2412,845232,83.66195162537953,47.92053085048067
2413,845432,83.70069295508894,47.90202956662917
2414,845632,83.79662386940946,47.90665488562015
2415,845833,83.68962400419282,47.92669794246864
2416,846033,83.70807225673501,47.948282772314116
2417,846233,83.84458932538995,47.81569024724724
2418,846433,83.69515848042738,47.94674099931712
2419,846633,83.81691694657667,47.91590552886049
2420,846834,83.86303757871865,47.76943704419149
2421,847034,83.7837100923153,47.89894601800599
2422,847234,83.79108939317489,47.86656877455236
2423,847434,83.8113824711286,47.7848547794198
2424,847634,83.88886513133393,47.801814287645115
2425,847835,83.82614107363425,47.78948010103997
2426,848035,83.79477904321143,47.77560413617946
2427,848235,83.9146926855222,47.73551802511167
2428,848435,83.77633079145573,47.81877379587042
2429,848635,83.85565827785906,47.832649758101745
2430,848836,83.95712366684114,47.66613821658425
2431,849036,83.88517548129738,47.76635349556831
2432,849236,83.93129611265286,47.774062363182466
2433,849436,83.9718822685603,47.64609516236496
2434,849636,83.93867541351244,47.74631044134901
2435,849837,83.99033052110249,47.70622433028122
2436,850037,83.99402017192553,47.65226225435293
2437,850237,84.08995108467303,47.653804029979106
2438,850437,84.03091667700993,47.6553458029761
2439,850637,84.07150283291735,47.636844519124615
2440,850838,84.15636479398225,47.598300183683016
2441,851038,84.02353737615034,47.68463949780655
2442,851238,84.09917521094414,47.70314078165805
2443,851438,84.23569228038558,47.533545691517375
2444,851638,84.09179591008457,47.65072048135593
2445,851839,84.21539920321837,47.63530274612762
2446,852039,84.19510612526464,47.536629240140556
2447,852239,84.23384745497407,47.60292550267398
2448,852439,84.22462332948946,47.595216635059835
2449,852639,84.22646815411449,47.53508746714356
2450,852840,84.28550256256409,47.532003921149574
2451,853040,84.23200263034903,47.57363180784354
2452,853240,84.2670543100219,47.553588750995054
2453,853440,84.3611403981444,47.507335545310106
2454,853640,84.18772682440508,47.60600905129717
2455,853841,84.34269214560221,47.533545691517375
2456,854041,84.44231270995925,47.417912677305004
2457,854241,84.35929557351938,47.49962667769594
2458,854441,84.40541620487485,47.50579377231311
2459,854641,84.41464033035948,47.461082336995965
2460,854842,84.39250242778073,47.45954056399897
2461,855042,84.39803690322879,47.43333041516251
2462,855242,84.41464033035948,47.44412282877065
2463,855442,84.46998508877255,47.35469996602393
2464,855642,84.38143347609811,47.38707720947756
2465,855843,84.40541620487485,47.36395060663508
2466,856043,84.48658851590322,47.269902419638996
2467,856243,84.33162319470608,47.38399366348357
2468,856443,84.44969201081884,47.31153030633297
2469,856643,84.55300222521241,47.1928137461266
2470,856845,84.57698495398918,47.19435551649441
2471,857045,84.66184691505407,47.14656053781246
2472,857245,84.73379510059782,47.08334782390221
2473,857445,77.76589009779336,51.42806562281026
2474,864652,100.4258787524708,47.13422635120733
2475,864853,100.9092229701774,46.98621609354132
2476,865053,101.22284326496771,47.09414023751035
2477,865253,101.7726011919835,46.89679322553622
2478,865453,102.01796295126658,46.85516534147145
2479,865653,100.98486080654418,42.97914669665925
2480,865854,101.36673963448222,42.86197190682069
2481,866054,101.55122216069067,42.93906058296228
2482,866254,102.00689399958397,42.858888360826704
2483,866454,102.36110044870871,42.58445267271099
2484,866654,102.5400484994691,42.658457802858585
2485,866855,102.84259984179027,42.57366025910285
2486,867055,102.97358243499717,42.484237393726936
2487,867255,103.29273720444903,42.32851826844677
2488,867455,103.52149553738793,42.206718156988046
2489,867655,103.66723673231398,42.16971559454343
2490,867856,104.01221905595412,42.081834504793704
2491,868056,104.12844304744185,41.91686473364402
2492,868256,104.43283921438804,41.83823428713463
2493,868456,104.74461468298034,41.65322146176564
2494,868656,104.86083867446807,41.557631504401755
2495,868857,105.15047624126811,41.4928770174945
2496,869057,105.27961400827698,41.24619325121225
2497,869257,105.39768282517623,41.219983102375785
2498,869457,105.63751010901126,41.116684274768545
2499,869657,105.70576864373197,41.08584880694111
2500,869858,105.94006145133244,40.82528907842753
2501,870058,106.11716467589481,40.48455712777838
2502,870258,106.22047489107489,40.43213683010545
2503,870458,106.45292287326384,40.29800253467077
2504,870658,106.36806091141246,40.214746763912025
2505,870859,106.58206064184571,40.180827744832214
2506,871059,106.74071561386589,40.06365295762285
2507,871259,106.67983638000473,40.01277443031773
2508,871459,106.85140512911906,39.964979451635784
2509,871659,106.94918086806459,39.87864013225386
2510,871860,107.1023013646367,39.75529825042732
2511,872060,107.31630109506996,39.599579125147166
2512,872260,107.39562858068679,39.53174108961673
2513,872460,107.61331796115658,39.34672826687694
2514,872660,107.71662817555017,39.22646993104439
2515,872861,107.7756625839998,39.24805476351906
2516,873061,108.05423119833074,39.05224952191274
2517,873261,107.97859336196393,38.93199118870938
2518,873461,108.2497826754353,38.88882152901842
2519,873661,108.31988603556754,38.75777077957773
2520,873862,108.222110296622,38.6883909710503
2521,874062,108.44164450171682,38.57429972983493
2522,874262,108.55048919313147,38.403162869326444
2523,874462,108.67409248547877,38.28598808211708
2524,874662,108.91391976852731,38.042387861828814
2525,874863,109.02091963374392,37.96684095868422
2526,875063,109.32900545151317,37.681612859589556
2527,875263,109.37512608365516,37.54285323990551
2528,875463,109.55960860907712,37.45034683116481
2529,875663,109.83448757258502,37.192870651274404
2530,875864,109.82526344631391,37.10036423990451
2531,876064,110.01528044797043,36.950812206612326
2532,876264,110.16471129371949,36.78584244072101
2533,876464,110.13888374110422,36.77659179748067
2534,876664,110.29200423688982,36.61624735058034
2535,876866,110.36026277161055,36.505239657988135
2536,877066,110.56319354957469,36.34335343546162
2537,877266,110.67019341479133,36.14908997473986
2538,877466,110.77165880377338,36.06891774734591
2539,877666,111.10003770028285,35.849985908155496
2540,877867,111.1719858858266,35.73897821293409
2541,878067,111.51143373323218,35.64955535018738
2542,878267,111.91360563912393,35.38282852968582
2543,878467,112.11469159246305,35.32424113476654
2544,878667,112.66075986944232,35.12226880380143
2545,878868,112.98729393975376,35.060597862888166
2546,879068,113.37286242008781,35.09605865496497
2547,879268,113.76949985053149,34.96038258390411
2548,879468,114.00194783272045,34.97117499751226
2549,879668,114.42072316652936,34.94804839729897
2550,879869,114.6033608673263,34.87095971852819
2551,880069,114.72327450885057,34.99584337598091
2552,880269,115.03689480285436,34.93263066207065
2553,880469,115.0774809587618,34.91567115121615
2554,880669,115.38741160272906,35.00046869497189
2555,880870,115.73608357640573,34.96500790552428
2556,881070,115.88920407219135,35.07909914673966
2557,881270,116.3301173093655,35.14539540664391
2558,881470,116.56809976778901,35.247152461254146
2559,881670,116.88172006179282,35.49075267628404
2560,881871,117.32078847276895,35.48150203567289
2561,882071,117.72111555482216,35.646471801564196
2562,882271,118.22844250051902,35.80681624846452
2563,882471,118.56973517333611,35.862320094760626
2564,882671,118.91656232238778,36.021122768663965
2565,882872,119.49952710366492,36.04733292012962
2566,883072,119.77625089337083,36.09512789881156
2567,883272,120.37212945174211,36.15525706672783
2568,883472,120.87761157202746,36.15679883972482
2569,883672,121.22628354570413,36.22772042124925
2570,883873,121.7262311921144,36.17684189394413
2571,884073,122.20588575899797,36.195343177795614
2572,884273,122.67262654957388,36.27859894855436
2573,884473,123.11353978596154,36.164507707338984
2574,884673,123.53231511977044,36.19996849941579
2575,884874,124.10236612473994,36.17684189394413
2576,885074,124.46579670092228,36.06275065535794
2577,885274,124.84952035427185,36.142922877493504
2578,885474,125.43986443719507,36.011872128052815
2579,885674,125.7387261302662,35.948659414142554
2580,885875,126.2497427259996,35.84073526754434
2581,886075,126.79396617756734,35.766730137396735
2582,886275,127.12603472489984,35.77752255363407
2583,886475,127.6813271273637,35.63413761495905
2584,886675,128.15913686962224,35.58788440664492
2585,886876,128.71811892212264,35.50617041151235
2586,887076,129.21437691770987,35.31036517516441
2587,887276,129.657134979509,35.282613250701765
2588,887476,130.3378755005182,35.1654384608632
2589,887676,130.70684055214858,34.98196741374959
2590,887877,131.2104778478089,34.87558503751918
2591,888077,131.83402878499348,34.68748866878539
2592,888277,132.12551117563206,34.541020184116384
2593,888477,132.69556218060157,34.37450864259889
2594,888677,133.56447487785573,34.13090842493981
2595,888878,133.93343992948613,34.0584450704184
2596,889078,134.492421982773,33.81021953376834
2597,889278,134.93886969539523,33.67608523570447
2598,889478,136.20995429932762,38.085557521519775
2599,899890,148.6569903205344,25.179371330871515
2600,900090,148.12014617061274,25.264168874627256
2601,900290,147.80652587582242,25.2749612882354
2602,900490,147.481836630136,25.01285978935402
2603,900690,147.01509584034656,25.28267015584956
2604,900891,146.75313065393277,25.13774344417755
2605,901091,146.4210621073868,25.063738316659144
2606,901291,146.05394188038144,25.369009472602297
2607,901491,145.8436318015577,25.322756269546534
2608,901691,145.63147689574947,25.32429803991434
2609,901892,145.3842703118414,25.35975883199114
2610,902092,145.23852911612883,25.384427207830612
2611,902292,144.9784087543401,25.49389313005501
2612,902492,144.68508153829,25.29037902346372
2613,902692,144.23309934943325,25.439931054126713
2614,902893,143.832772268953,25.433763962138737
2615,903093,143.55235882921056,25.157786498396845
2616,908298,128.59451563056183,15.182511784642491
2617,908498,128.1001024611726,15.102339557248541
2618,908698,127.93037853668334,15.032959751350305
2619,908899,127.5392755824742,14.898825453286438
2620,909099,127.23487941474148,14.877240623440958
2621,909299,126.8843626148668,14.767774703845745
2622,909499,126.32722538699143,14.721521498160797
2623,909699,126.00438096671651,14.664475876238512
2624,909900,125.27751981513835,14.548842862026138
2625,910100,124.76281356700892,14.481004826495706
2626,910300,124.43996914752051,14.425500980199603
2627,910500,123.68174596630602,14.349954077055013
2628,910700,123.3090912638526,14.249738798070958
2629,910901,122.63388521829147,14.131022237864597
2630,911101,122.02509288361256,14.135647556855577
2631,911301,121.60447272439212,13.94755118812179
2632,911501,120.98645626265561,13.887422020205518
2633,911701,120.40349148059197,13.740953535536509
2634,911902,119.84819907812809,13.600652145484666
2635,912102,119.21911366470896,13.617611653709977
2636,912302,121.97343777602251,16.75820432655396
2637,912502,121.28531795494025,16.802915759241916
2638,912702,120.87761157202746,16.844543643306693
2639,912903,120.24299168316026,16.608652293261777
2640,913103,119.47923402571121,16.550064900971687
2641,913303,118.83907966139596,16.346550794380395
2642,913503,118.06240822763927,16.18928989610324
2643,913703,117.36690910491093,16.195456988091216
2644,913904,116.83744425584884,15.927188397221858
2645,914104,116.20097954078364,15.83930730484294
2646,914304,115.6475319637313,15.709798328399243
2647,914504,114.94834319096643,15.598790633177849
2648,914704,114.34139568012603,15.614208371035355
2649,914905,113.86174111245599,15.35056509652779
2650,915105,113.30091423454407,15.355190418147961
2651,915305,112.8304837931451,15.312020758456999
2652,915505,112.33053614830783,15.065336994803932
2653,915705,111.73834723997308,15.096172465260565
2654,915907,111.33433050788332,14.982081224045185
2655,916107,110.77719328000795,14.872615304449974
2656,916307,110.35841794619904,14.9419951129774
2657,916507,109.94702191324969,14.804777268919544
2658,916707,109.48950524973137,14.789359533691227
2659,916908,109.12422984813752,14.761607609228582
2660,917108,108.70914416515164,14.763149382225574
2661,917308,108.37154114237109,14.838696285370164
2662,917508,108.12802420849951,14.703020216938494
2663,917708,107.73323160268085,14.81556968252769
2664,917909,107.46019746537097,14.849488701607502
2665,918109,107.02297387823337,14.726146819780967
2666,918309,106.64478470033187,14.888033039678293
2667,918509,106.38650916395466,14.94662043196838
2668,918709,106.04706131654906,14.914243188514753
2669,918910,105.82568228525624,14.968205264443053
2670,919110,105.57109639970206,14.966663488816868
2671,919310,105.20397617269668,14.99595718627651
2672,919510,104.99551091849798,15.002124278264484
2673,919710,104.60625278891388,15.102339557248541
2674,919911,104.29263249569657,15.185595328007288
2675,920111,104.10630514407661,15.083838278655428
2676,920311,103.8037538017554,15.23339030668923
2677,920511,103.69121946030423,15.281185288000366
2678,920711,103.53809896373212,15.222597895710278
2679,920912,103.33516818576798,15.344398001910625
2680,921112,103.25768552477615,15.362899285762118
2681,921312,103.03999614430636,15.423028453678391
2682,921512,102.89609977400535,15.541745013884753
2683,921712,102.70792759776036,15.558704522110064
2684,921913,102.42935898421591,15.69592236879711
2685,922113,102.25963505972663,15.7714692719417
2686,922313,101.79658391997376,15.81463892900347
2687,922513,101.5733600632694,15.870142777928764
2688,922713,101.29110179890192,15.856266813068249
2689,922914,100.99961940826334,15.904061794379384
2690,923114,100.72658527016696,15.973441600277619
2691,923314,100.36130986857312,15.971899827280625
2692,923514,100.09196538051327,16.010444167980605
2693,923714,99.83553466954757,16.02123657895956
2694,923915,99.46472479250566,16.022778354585743
2695,924115,99.11420799341747,16.07519865488786
2696,924315,98.74339811637556,16.13378604980714
2697,924515,98.38734684183929,16.1969987637174
2698,924715,98.07003689701246,16.139953141795115
2699,924916,97.51105484293906,16.323424191537917
2700,925116,97.09596916073968,16.35425966199455
2701,925316,96.68088347696731,16.341925475389413
2702,925516,96.14219450163414,16.435973659756304
2703,925716,95.6662295847871,16.506895243909913
2704,925917,95.07219585182733,16.5855256904193
2705,926117,94.53535170111918,16.633320671730434
2706,926317,94.00035237582254,16.65336372594973
2707,926517,93.42845654544152,16.785956251016607
2708,926717,92.84733658878939,16.805999307865093
2709,926918,92.23854425332397,16.876920889389513
2710,927118,91.73490695766367,17.009513411827196
2711,927318,91.31428679922972,16.880004435383498
2712,927518,90.75345991974481,17.055766620141338
2713,927718,90.32177080962825,17.08351854197479
2714,927919,89.83658176651014,17.072726125737457
2715,928119,89.33478929626135,17.165232537107357
2716,928319,88.85328990396627,17.22227815640045
2717,928519,88.2777044227622,17.311701024405554
2718,928719,87.8423256618226,17.296283286548046
2719,928920,87.27411948147811,17.416541622380592
2720,929120,86.78708561373497,17.60463799374357
2721,929320,86.20412083167133,17.720271007955944
2722,929520,85.62669052584225,17.91145092531291
2723,929720,85.16917386153742,18.122673899518357
2724,929921,84.67845034297125,18.170468878200303
2725,930121,84.09733038631911,18.45569698255335
2726,930321,83.60291721692991,18.643793351287133
2727,930521,83.04762481446605,18.79026183595614
2728,930721,82.47203933326199,19.07086461605983
2729,930922,82.0182123189937,19.262044533416795
2730,931122,81.44262683857613,19.49639411046472
2731,931322,80.95928262165603,19.793956401422907
2732,931522,80.37262818798285,19.992845186394025
2733,931722,79.85238746519185,20.29349102597539
2734,931923,79.34137086867197,20.51242286516581
2735,932123,78.70306132898173,20.836195304960455
2736,932323,78.25845844177105,21.101380352465018
2737,932523,77.73452806815703,21.28485140220782
2738,932723,77.11466678179548,21.67492010453591
2739,932924,76.7069603988827,21.849140513667564
2740,933124,76.04282330579068,22.146702801996557
2741,933324,75.47646195164421,22.519811996099335
2742,933524,74.98020395684348,22.692490632233994
2743,933724,74.37141162137806,22.96384277172653
2744,933925,73.82718817059683,23.247529100453388
2745,934125,73.12615457163393,23.421749509585045
2746,934325,72.52843118785114,23.666891500241118
2747,934525,71.96022500829314,23.859613190595073
2748,934725,71.22045007883435,24.12017291910865
2749,934927,70.61719221960347,24.289768003990943
2750,935127,69.954899951923,24.46861373474277
2751,935327,69.1394871868839,24.739965874235303
2752,935527,68.77974626152461,25.11461684396426
2753,935727,67.82597160241905,25.182454879494692
2754,935928,67.20242066523447,25.513936186903496
2755,936128,66.75228330257572,25.820749115843647
2756,945737,38.55966369570794,25.668113539186667
2757,945938,38.17040556612383,24.87872549129015
2758,946138,37.722113028090114,24.723006366009994
2759,946338,37.2848894425255,24.16950967078759
2760,946538,36.75542459267691,23.938243642362842
2761,946738,36.24440799615703,23.839570136375777
2762,946939,35.75552930300237,23.55896735101371
2763,947139,35.2076162006116,23.565134448260064
2764,947339,34.89953038205585,23.22131895161693
2765,947539,34.41618616434925,23.124187218626858
2766,947739,33.990031529680756,23.17969106492296
2767,947940,33.66718710940585,22.761870440761417
2768,948140,33.20413596965297,22.74953625152709
2769,948340,32.89236050106068,22.72024255669664
2770,948540,32.64884356640261,22.399553660266786
2771,948740,32.3536715257275,22.376427057424312
2772,948941,32.05296500803133,22.192956007681506
2773,949141,31.65263792676461,22.1004495989408
2774,949341,31.488448479296377,21.997150771333565
2775,949541,31.32610385566667,21.79826198636244
2776,949741,31.034621465028092,21.807512626973594
2777,949942,31.00879391162632,21.58703901478618
2778,950142,30.87043201677336,22.330173854368553
2779,950342,30.759742501520194,22.601525993861088
2780,950542,30.81508725914678,22.53522973132765
2781,950742,30.72469082184732,22.566065201784284
2782,950943,30.763432151556735,22.482809431025533
2783,951143,30.818776909969817,22.322464986754394
2784,951343,30.792949355781545,22.35792577357282
2785,951543,30.848294114194626,22.291629513668575
2786,951743,30.698863267659053,22.239209215995647
2787,951944,30.826156210829396,22.234583891746286
2788,952144,30.83353551168897,22.14207748300558
2789,952344,30.721001171024287,22.331715627365547
2790,952544,30.79479418197956,21.99560899570738
2791,952744,30.691483966799474,22.027986241790195
2792,952945,30.57710480072327,21.998692544330556
2793,953145,30.619535782042213,21.887684849109164
2794,953345,30.453501508375965,21.96631530087693
2795,953545,30.457191159199006,21.96631530087693
2796,953745,30.381553323618704,21.910811451951638
2797,953946,30.23581212790617,22.040320431024526
2798,954146,30.1915363219622,22.023360920170024
2799,954346,29.96093316439827,22.078864766466126
2800,954546,30.001519320305697,22.003317863321538
2801,954746,29.876071202546875,22.011026730935697
2802,954948,29.72479553138628,22.018735598549853
2803,955148,30.337277516888243,21.122965182310498
2804,955348,30.26163968209444,21.104463898459006
2805,955548,30.248725905000303,21.11217276607316
2806,955748,30.26901898295402,21.126048728304486
2807,955949,30.19707079819676,21.261724799365346
2808,956149,30.23581212790617,21.34343879449791
2809,956349,30.246881079588785,21.36348185397559
2810,956549,30.26532933213098,21.514575655006386
2811,956749,29.798588542341555,22.21454083752699
2812,956950,29.793054066107,22.316297892137232
2813,957150,29.890829804266033,22.317839662505033
2814,957350,29.874226377135358,22.411887849501117
2815,957550,29.671295599171216,22.490518298639692
2816,957750,29.69712315257299,22.45814105518607
2817,957951,29.46651999579555,22.604609542484265
2818,958151,29.31708914925998,22.60615131548126
2819,958351,29.25805474081036,22.562981655790296
2820,958551,29.05143431202318,22.650862745540028
2821,958751,28.824520805282287,22.675531121379493
2822,958952,28.562555618082026,22.698657724221967
2823,959152,28.52012463676308,22.774204627366558
2824,959352,28.40390064606185,22.701741272845144
2825,959552,28.309814557152865,22.731034967675598
2826,959752,28.36884896638898,22.684781764619835
2827,959953,28.31534903338742,22.6739893483825
2828,960153,28.228642246124508,22.734118516298775
2829,960353,28.319038684210454,22.587650031629767
2830,960553,28.210193994368808,22.706366591836126
2831,960753,28.261849101172352,22.618485502086397
2832,960954,28.260004275760835,22.566065201784284
2833,961154,28.167763013049864,22.69403240523099
2834,961354,28.195435391076657,22.626194369700556
2835,961554,28.05891832320821,22.646237426549042
2836,961754,28.13640098341353,22.63698678593789
2837,961955,28.16591818763834,22.541396825944815
2838,962155,28.001728740170112,22.683239988993652
2839,962355,28.055228672385173,22.603067766858082
2840,962555,27.93162538003787,22.64469565355205
2841,962755,27.929780554626355,22.69094885660781
2842,962956,27.962987408887702,22.524437315090314
2843,963156,27.85783236986909,22.579941164015608
2844,963356,27.929780554626355,22.49360184726287
2845,963556,27.892884049541962,22.40109543326378
2846,963756,27.796953135221457,22.47201701741739
2847,963957,27.680729144520228,22.35638400320502
2848,964157,27.509160395405917,22.340966267976697
2849,964357,27.51469487085398,22.152869896613723
2850,964557,27.427988083591064,21.972482395494094
2851,964757,27.2139883547308,21.946272244028442
2852,964958,27.263798635336332,21.651793501693433
2853,965158,26.977850720932317,21.471405997944615
2854,965358,26.8819198081848,21.303352683430127
2855,965558,26.90405771076354,20.885532056639395
2856,965758,26.71219588369551,20.708228104142947
2857,965959,26.669764902376567,20.46925320547485
2858,966159,26.46498929900091,20.12852125745489
2859,966359,26.374592860914955,19.963551491563578
2860,966559,26.239920617671533,19.69990821442682
2861,966759,26.088644946510936,19.411596566708976
2862,966960,26.18642068466997,19.01690254538991
2863,967160,26.15690348044516,18.585205956367854
2864,967360,25.9521278770695,18.34314751170577
2865,967560,26.013007110144144,17.814319192322838
2866,967760,25.869110739843126,17.391873246541124
2867,967961,25.904162420302494,16.99872099558986
2868,968161,25.84697283726439,16.44676607336445
2869,968361,25.719679894880546,16.056697371036364
2870,968561,25.767645350861052,15.530952600276608
2871,968761,25.671714437327044,14.923493831755097
2872,968962,25.69938681692683,14.40237437998632
2873,969162,25.732593671188184,13.80879156843775
2874,969362,25.559180096662356,13.224459402758715
2875,969562,25.686473039832695,12.526035995864296
2876,969762,25.645886883925268,11.898534170494298
2877,969963,25.437421629726572,11.37278939973454
2878,970163,25.546266320354718,10.621945689908816
2879,970363,25.407904425501762,10.076157862300573
2880,970563,25.396835473819145,9.4255294340881
2881,970763,25.29721491024859,8.683936367502719
2882,970964,25.162542666218673,8.122730804666157
2883,971164,25.103508257769054,7.490603657675987
2884,971364,24.893198178158833,6.8476840970776705
2885,971564,24.7954224399998,6.197055668865198
2886,971764,24.751146633269336,5.523300637810248
2887,971965,24.553750330753253,4.911216550297755
2888,972165,24.483646970621017,4.181957670317515
2889,972365,24.256733463880124,3.5328710151020344
2890,972565,24.007682053773998,3.010209790336264
2891,972765,24.02428548169117,2.2624496291337195
2892,972966,23.69221693514517,1.6549908606122077
2893,973166,23.5151137097963,1.0351979002271765
2894,973366,23.36568286326073,0.3275238527216073
2895,973566,23.06313152172603,-0.24293235072610628
2896,973766,22.88049382092911,-0.9367304412587333
2897,973968,22.592701080327075,-1.5827335478510363
2898,974168,22.485701215896945,-2.2518632572858137
2899,974368,22.23296015575428,-2.880906855652807
2900,974568,21.83078824907604,-3.3850667991962733
2901,974768,21.6278574703254,-4.092740849331033
2902,974969,21.234909689918258,-4.620027395716974
2903,975169,20.19811789515932,-4.791164256225451
2904,977771,16.074933440967847,-9.212970731275085
2905,977972,15.820347554627165,-9.769550972491475
2906,978172,15.32593438602445,-9.731006634420684
2907,978372,14.951434858159502,-10.162703223442739
2908,978572,14.64888351583831,-10.585149169224449
2909,978772,14.289142590479017,-10.743951843127789
2910,978973,13.87774655752968,-11.070807828916422
2911,979173,13.481109127085995,-11.320575141192666
2912,979373,13.23759219242793,-11.903365536503898
2913,979573,12.754247975507829,-12.26105699537836
2914,979773,12.36314501972571,-12.3288950282796
2915,979974,12.001559268954898,-13.076655189482143
2916,981575,8.489011976426857,-15.874974138679985
2917,981775,7.9613919527762915,-16.06615405603695
2918,981976,7.878374815549919,-16.312837819690014
2919,982176,7.478047735069695,-16.520977245272288
2920,982376,6.834203719144908,-16.89562821500125
2921,982576,6.55379028018895,-17.37357800707906
2922,982776,5.963446197265725,-17.728185919959532
2923,982977,5.568653591447064,-17.999538059452068
2924,983177,5.1609472093207645,-18.4358599674651
2925,983377,4.618568583951041,-18.849055272635663
2926,983577,4.135224365457948,-19.32854683771047
2927,983777,3.572552662134512,-19.777202934957835
2928,983978,3.164846279221716,-20.215066615967864
2929,984178,2.6759675852805627,-20.67759867544655
2930,984378,2.037658046376829,-21.04299899930598
2931,984578,1.7978307625418009,-21.450027212488568
2932,984778,1.1705901745341867,-21.89097443949258
2933,984979,0.15224663153094917,-22.697321995614406
2934,985179,-0.38459751917720986,-23.659388677016388
2935,985379,-0.8827003393894607,-23.87061164859265
2936,985579,-1.415854838488086,-24.289974051009565
2937,985779,-1.928716260419494,-24.868139122071437
2938,985980,-2.4286639060432638,-25.253582502779352
2939,986180,-2.9101632975518457,-25.702238600026718
2940,986380,-3.4654557008022,-26.13701873504276
2941,986580,-3.873162083714995,-26.718267352098618
2942,986780,-4.424764835355815,-27.07287526497909
2943,986981,-5.007729617419462,-27.43981736183551
2944,987181,-5.2936775333964725,-28.145949638973278
2945,987381,-5.717987341866952,-28.48822336261942
2946,987581,-6.197641909537008,-28.76574259672912
2947,987781,-6.631175845851577,-29.417912800567773
2948,987982,-7.262106083895732,-29.673847204831993
2949,988182,-7.756519253284946,-30.14100458067247
2950,988582,-8.6438802030813,-31.17245107323107
2951,988782,-9.134603721647476,-31.73365663606763
2952,988983,-9.69543060034589,-32.00346700256317
2953,989183,-10.001671593490117,-32.748143617771724
2954,989383,-10.55511917054246,-33.079624922551346
